date,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_hospitalized_patients,cumulative_hospitalized_patients,new_intensive_care_patients,cumulative_intensive_care_patients,population,new_confirmed_0_30,new_confirmed_30_60,new_confirmed_60_80,new_confirmed_80_plus,cumulative_confirmed_0_30,cumulative_confirmed_30_60,cumulative_confirmed_60_80,cumulative_confirmed_80_plus,new_deceased_0_30,new_deceased_30_60,new_deceased_60_80,new_deceased_80_plus,cumulative_deceased_0_30,cumulative_deceased_30_60,cumulative_deceased_60_80,cumulative_deceased_80_plus,new_hospitalized_patients_0_30,new_hospitalized_patients_30_60,new_hospitalized_patients_60_80,new_hospitalized_patients_80_plus,cumulative_hospitalized_patients_0_30,cumulative_hospitalized_patients_30_60,cumulative_hospitalized_patients_60_80,cumulative_hospitalized_patients_80_plus,new_intensive_care_patients_0_30,new_intensive_care_patients_30_60,new_intensive_care_patients_60_80,new_intensive_care_patients_80_plus,cumulative_intensive_care_patients_0_30,cumulative_intensive_care_patients_30_60,cumulative_intensive_care_patients_60_80,cumulative_intensive_care_patients_80_plus,population_0_30,population_30_60,population_60_80,population_80_plus
2020-10-07,12446.0,136.0,883625.0,35236.0,786.0,155267.0,66.0,13515.0,46937060,4254.0,5665.0,1751.0,774.0,238440.0,395720.0,151434.0,92295.0,0.0,5.0,46.0,85.0,57.0,1682.0,10868.0,22447.0,24.0,249.0,277.0,236.0,5133.0,47573.0,58690.0,42512.0,2.0,14.0,46.0,4.0,320.0,4586.0,7747.0,712.0,14075720,20948387,9032069,2880884
2020-10-08,13877.0,135.0,897502.0,35371.0,894.0,156161.0,87.0,13602.0,46937060,4926.0,6112.0,1905.0,933.0,243366.0,401832.0,153339.0,93228.0,0.0,6.0,43.0,86.0,57.0,1688.0,10911.0,22533.0,29.0,270.0,335.0,260.0,5162.0,47843.0,59025.0,42772.0,4.0,30.0,51.0,2.0,324.0,4616.0,7798.0,714.0,14075720,20948387,9032069,2880884
2020-10-09,14802.0,149.0,912304.0,35520.0,915.0,157076.0,60.0,13662.0,46937060,5219.0,6590.0,2041.0,946.0,248585.0,408422.0,155380.0,94174.0,0.0,9.0,48.0,92.0,57.0,1697.0,10959.0,22625.0,34.0,279.0,317.0,285.0,5196.0,48122.0,59342.0,43057.0,2.0,21.0,33.0,4.0,326.0,4637.0,7831.0,718.0,14075720,20948387,9032069,2880884
2020-10-10,8742.0,138.0,921046.0,35658.0,734.0,157810.0,56.0,13718.0,46937060,2860.0,3939.0,1345.0,591.0,251445.0,412361.0,156725.0,94765.0,1.0,6.0,33.0,98.0,58.0,1703.0,10992.0,22723.0,28.0,207.0,266.0,233.0,5224.0,48329.0,59608.0,43290.0,0.0,22.0,28.0,6.0,326.0,4659.0,7859.0,724.0,14075720,20948387,9032069,2880884
2020-10-11,6771.0,113.0,927817.0,35771.0,733.0,158543.0,62.0,13780.0,46937060,2079.0,3069.0,1111.0,510.0,253524.0,415430.0,157836.0,95275.0,0.0,4.0,26.0,83.0,58.0,1707.0,11018.0,22806.0,34.0,187.0,270.0,242.0,5258.0,48516.0,59878.0,43532.0,3.0,21.0,35.0,3.0,329.0,4680.0,7894.0,727.0,14075720,20948387,9032069,2880884
2020-10-12,6339.0,128.0,934156.0,35899.0,722.0,159265.0,65.0,13845.0,46937060,1941.0,2947.0,1026.0,423.0,255465.0,418377.0,158862.0,95698.0,0.0,1.0,49.0,78.0,58.0,1708.0,11067.0,22884.0,32.0,184.0,272.0,234.0,5290.0,48700.0,60150.0,43766.0,2.0,18.0,43.0,2.0,331.0,4698.0,7937.0,729.0,14075720,20948387,9032069,2880884
2020-10-13,12421.0,152.0,946577.0,36051.0,959.0,160224.0,86.0,13931.0,46937060,3985.0,5904.0,1830.0,693.0,259450.0,424281.0,160692.0,96391.0,0.0,6.0,41.0,104.0,58.0,1714.0,11108.0,22988.0,31.0,279.0,347.0,302.0,5321.0,48979.0,60497.0,44068.0,2.0,27.0,49.0,8.0,333.0,4725.0,7986.0,737.0,14075720,20948387,9032069,2880884
2020-10-14,16426.0,144.0,963003.0,36195.0,1044.0,161268.0,98.0,14029.0,46937060,5448.0,7570.0,2387.0,1015.0,264898.0,431851.0,163079.0,97406.0,0.0,6.0,48.0,90.0,58.0,1720.0,11156.0,23078.0,26.0,307.0,373.0,338.0,5347.0,49286.0,60870.0,44406.0,4.0,32.0,54.0,8.0,337.0,4757.0,8040.0,745.0,14075720,20948387,9032069,2880884
2020-10-15,17529.0,156.0,980532.0,36351.0,1009.0,162277.0,87.0,14116.0,46937060,5971.0,7947.0,2507.0,1099.0,270869.0,439798.0,165586.0,98505.0,1.0,10.0,42.0,103.0,59.0,1730.0,11198.0,23181.0,31.0,305.0,386.0,287.0,5378.0,49591.0,61256.0,44693.0,3.0,35.0,42.0,7.0,340.0,4792.0,8082.0,752.0,14075720,20948387,9032069,2880884
2020-10-16,18315.0,163.0,998847.0,36514.0,1100.0,163377.0,88.0,14204.0,46937060,6384.0,8325.0,2657.0,943.0,277253.0,448123.0,168243.0,99448.0,0.0,10.0,43.0,110.0,59.0,1740.0,11241.0,23291.0,34.0,356.0,410.0,300.0,5412.0,49947.0,61666.0,44993.0,2.0,24.0,55.0,7.0,342.0,4816.0,8137.0,759.0,14075720,20948387,9032069,2880884
2020-10-17,11953.0,145.0,1010800.0,36659.0,898.0,164275.0,112.0,14316.0,46937060,3852.0,5403.0,1920.0,774.0,281105.0,453526.0,170163.0,100222.0,0.0,4.0,38.0,103.0,59.0,1744.0,11279.0,23394.0,24.0,264.0,347.0,263.0,5436.0,50211.0,62013.0,45256.0,3.0,38.0,67.0,4.0,345.0,4854.0,8204.0,763.0,14075720,20948387,9032069,2880884
2020-10-18,8241.0,152.0,1019041.0,36811.0,865.0,165140.0,81.0,14397.0,46937060,2496.0,3822.0,1314.0,607.0,283601.0,457348.0,171477.0,100829.0,0.0,6.0,47.0,99.0,59.0,1750.0,11326.0,23493.0,23.0,243.0,318.0,281.0,5459.0,50454.0,62331.0,45537.0,2.0,26.0,50.0,3.0,347.0,4880.0,8254.0,766.0,14075720,20948387,9032069,2880884
2020-10-19,15719.0,179.0,1034760.0,36990.0,1184.0,166324.0,130.0,14527.0,46937060,5085.0,7317.0,2364.0,949.0,288686.0,464665.0,173841.0,101778.0,0.0,11.0,51.0,117.0,59.0,1761.0,11377.0,23610.0,37.0,332.0,463.0,352.0,5496.0,50786.0,62794.0,45889.0,1.0,48.0,73.0,8.0,348.0,4928.0,8327.0,774.0,14075720,20948387,9032069,2880884
2020-10-20,20942.0,188.0,1055702.0,37178.0,1248.0,167572.0,94.0,14621.0,46937060,6913.0,9570.0,3104.0,1348.0,295599.0,474235.0,176945.0,103126.0,0.0,4.0,56.0,128.0,59.0,1765.0,11433.0,23738.0,30.0,351.0,478.0,389.0,5526.0,51137.0,63272.0,46278.0,0.0,26.0,63.0,5.0,348.0,4954.0,8390.0,779.0,14075720,20948387,9032069,2880884
2020-10-21,23244.0,179.0,1078946.0,37357.0,1259.0,168831.0,106.0,14727.0,46937060,7702.0,10389.0,3555.0,1592.0,303301.0,484624.0,180500.0,104718.0,0.0,12.0,47.0,120.0,59.0,1777.0,11480.0,23858.0,34.0,388.0,482.0,355.0,5560.0,51525.0,63754.0,46633.0,1.0,28.0,71.0,6.0,349.0,4982.0,8461.0,785.0,14075720,20948387,9032069,2880884
2020-10-22,23843.0,212.0,1102789.0,37569.0,1355.0,170186.0,105.0,14832.0,46937060,7971.0,10674.0,3532.0,1654.0,311272.0,495298.0,184032.0,106372.0,0.0,6.0,59.0,147.0,59.0,1783.0,11539.0,24005.0,37.0,408.0,515.0,394.0,5597.0,51933.0,64269.0,47027.0,1.0,37.0,58.0,9.0,350.0,5019.0,8519.0,794.0,14075720,20948387,9032069,2880884
2020-10-23,25030.0,219.0,1127819.0,37788.0,1360.0,171546.0,115.0,14947.0,46937060,8393.0,11129.0,3823.0,1675.0,319665.0,506427.0,187855.0,108047.0,0.0,13.0,50.0,156.0,59.0,1796.0,11589.0,24161.0,52.0,396.0,516.0,396.0,5649.0,52329.0,64785.0,47423.0,0.0,34.0,72.0,9.0,350.0,5053.0,8591.0,803.0,14075720,20948387,9032069,2880884
2020-10-24,15442.0,194.0,1143261.0,37982.0,1192.0,172738.0,98.0,15045.0,46937060,4905.0,6999.0,2556.0,974.0,324570.0,513426.0,190411.0,109021.0,1.0,7.0,56.0,130.0,60.0,1803.0,11645.0,24291.0,40.0,342.0,453.0,357.0,5689.0,52671.0,65238.0,47780.0,2.0,29.0,59.0,8.0,352.0,5082.0,8650.0,811.0,14075720,20948387,9032069,2880884
2020-10-25,11256.0,202.0,1154517.0,38184.0,1022.0,173760.0,97.0,15142.0,46937060,3387.0,5084.0,1863.0,914.0,327957.0,518510.0,192274.0,109935.0,0.0,10.0,59.0,133.0,60.0,1813.0,11704.0,24424.0,31.0,288.0,394.0,309.0,5720.0,52959.0,65632.0,48089.0,0.0,34.0,56.0,7.0,352.0,5116.0,8706.0,818.0,14075720,20948387,9032069,2880884
2020-10-26,20012.0,227.0,1174529.0,38411.0,1381.0,175141.0,125.0,15267.0,46937060,6204.0,9441.0,3174.0,1185.0,334161.0,527951.0,195448.0,111120.0,1.0,3.0,67.0,156.0,61.0,1816.0,11771.0,24580.0,28.0,417.0,541.0,394.0,5748.0,53376.0,66173.0,48483.0,5.0,49.0,64.0,7.0,357.0,5165.0,8770.0,825.0,14075720,20948387,9032069,2880884
2020-10-27,24346.0,246.0,1198875.0,38657.0,1481.0,176622.0,117.0,15384.0,46937060,7808.0,11247.0,3786.0,1489.0,341969.0,539198.0,199234.0,112609.0,0.0,10.0,71.0,164.0,61.0,1826.0,11842.0,24744.0,47.0,428.0,572.0,433.0,5795.0,53804.0,66745.0,48916.0,1.0,33.0,74.0,9.0,358.0,5198.0,8844.0,834.0,14075720,20948387,9032069,2880884
2020-10-28,24631.0,248.0,1223506.0,38905.0,1478.0,178100.0,141.0,15525.0,46937060,7857.0,11191.0,3916.0,1651.0,349826.0,550389.0,203150.0,114260.0,0.0,8.0,63.0,177.0,61.0,1834.0,11905.0,24921.0,34.0,423.0,573.0,448.0,5829.0,54227.0,67318.0,49364.0,4.0,51.0,79.0,7.0,362.0,5249.0,8923.0,841.0,14075720,20948387,9032069,2880884
2020-10-29,24194.0,256.0,1247700.0,39161.0,1496.0,179596.0,145.0,15670.0,46937060,7823.0,10751.0,3823.0,1767.0,357649.0,561140.0,206973.0,116027.0,0.0,11.0,74.0,171.0,61.0,1845.0,11979.0,25092.0,26.0,424.0,593.0,453.0,5855.0,54651.0,67911.0,49817.0,0.0,42.0,92.0,11.0,362.0,5291.0,9015.0,852.0,14075720,20948387,9032069,2880884
2020-10-30,24952.0,274.0,1272652.0,39435.0,1603.0,181199.0,147.0,15817.0,46937060,7987.0,11237.0,4008.0,1699.0,365636.0,572377.0,210981.0,117726.0,0.0,12.0,82.0,180.0,61.0,1857.0,12061.0,25272.0,45.0,467.0,626.0,465.0,5900.0,55118.0,68537.0,50282.0,0.0,49.0,90.0,8.0,362.0,5340.0,9105.0,860.0,14075720,20948387,9032069,2880884
2020-10-31,16049.0,266.0,1288701.0,39701.0,1245.0,182444.0,118.0,15935.0,46937060,4916.0,7116.0,2750.0,1252.0,370552.0,579493.0,213731.0,118978.0,2.0,9.0,66.0,189.0,63.0,1866.0,12127.0,25461.0,29.0,326.0,493.0,397.0,5929.0,55444.0,69030.0,50679.0,2.0,33.0,77.0,6.0,364.0,5373.0,9182.0,866.0,14075720,20948387,9032069,2880884
2020-11-01,10979.0,268.0,1299680.0,39969.0,1180.0,183624.0,122.0,16057.0,46937060,3117.0,5025.0,1854.0,973.0,373669.0,584518.0,215585.0,119951.0,0.0,14.0,69.0,185.0,63.0,1880.0,12196.0,25646.0,31.0,314.0,426.0,407.0,5960.0,55758.0,69456.0,51086.0,1.0,44.0,73.0,4.0,365.0,5417.0,9255.0,870.0,14075720,20948387,9032069,2880884
2020-11-02,15515.0,307.0,1315195.0,40276.0,1433.0,185057.0,138.0,16195.0,46937060,4593.0,7019.0,2657.0,1243.0,378262.0,591537.0,218242.0,121194.0,0.0,13.0,91.0,202.0,63.0,1893.0,12287.0,25848.0,38.0,345.0,577.0,473.0,5998.0,56103.0,70033.0,51559.0,1.0,41.0,89.0,7.0,366.0,5458.0,9344.0,877.0,14075720,20948387,9032069,2880884
2020-11-03,22090.0,325.0,1337285.0,40601.0,1573.0,186630.0,136.0,16331.0,46937060,6710.0,10390.0,3498.0,1480.0,384972.0,601927.0,221740.0,122674.0,0.0,14.0,88.0,223.0,63.0,1907.0,12375.0,26071.0,37.0,434.0,598.0,504.0,6035.0,56537.0,70631.0,52063.0,2.0,45.0,76.0,13.0,368.0,5503.0,9420.0,890.0,14075720,20948387,9032069,2880884
2020-11-04,24183.0,357.0,1361468.0,40958.0,1598.0,188228.0,135.0,16466.0,46937060,7409.0,11101.0,3839.0,1818.0,392381.0,613028.0,225579.0,124492.0,0.0,10.0,99.0,247.0,63.0,1917.0,12474.0,26318.0,38.0,424.0,630.0,503.0,6073.0,56961.0,71261.0,52566.0,3.0,42.0,83.0,7.0,371.0,5545.0,9503.0,897.0,14075720,20948387,9032069,2880884
2020-11-05,23604.0,329.0,1385072.0,41287.0,1497.0,189725.0,159.0,16625.0,46937060,7375.0,10626.0,3853.0,1731.0,399756.0,623654.0,229432.0,126223.0,1.0,12.0,100.0,216.0,64.0,1929.0,12574.0,26534.0,38.0,392.0,595.0,472.0,6111.0,57353.0,71856.0,53038.0,1.0,48.0,100.0,10.0,372.0,5593.0,9603.0,907.0,14075720,20948387,9032069,2880884
2020-11-06,23552.0,357.0,1408624.0,41644.0,1612.0,191337.0,143.0,16768.0,46937060,7459.0,10491.0,3889.0,1700.0,407215.0,634145.0,233321.0,127923.0,0.0,10.0,96.0,251.0,64.0,1939.0,12670.0,26785.0,42.0,431.0,634.0,505.0,6153.0,57784.0,72490.0,53543.0,2.0,57.0,79.0,5.0,374.0,5650.0,9682.0,912.0,14075720,20948387,9032069,2880884
2020-11-07,14592.0,291.0,1423216.0,41935.0,1239.0,192576.0,131.0,16899.0,46937060,4415.0,6494.0,2491.0,1181.0,411630.0,640639.0,235812.0,129104.0,0.0,9.0,76.0,206.0,64.0,1948.0,12746.0,26991.0,34.0,322.0,465.0,418.0,6187.0,58106.0,72955.0,53961.0,4.0,44.0,71.0,12.0,378.0,5694.0,9753.0,924.0,14075720,20948387,9032069,2880884
2020-11-08,9842.0,325.0,1433058.0,42260.0,1045.0,193621.0,138.0,17037.0,46937060,2775.0,4433.0,1787.0,840.0,414405.0,645072.0,237599.0,129944.0,0.0,13.0,92.0,220.0,64.0,1961.0,12838.0,27211.0,26.0,269.0,407.0,343.0,6213.0,58375.0,73362.0,54304.0,2.0,44.0,83.0,9.0,380.0,5738.0,9836.0,933.0,14075720,20948387,9032069,2880884
2020-11-09,16563.0,327.0,1449621.0,42587.0,1521.0,195142.0,151.0,17188.0,46937060,4906.0,7785.0,2738.0,1123.0,419311.0,652857.0,240337.0,131067.0,1.0,19.0,87.0,220.0,65.0,1980.0,12925.0,27431.0,41.0,409.0,609.0,462.0,6254.0,58784.0,73971.0,54766.0,2.0,57.0,79.0,13.0,382.0,5795.0,9915.0,946.0,14075720,20948387,9032069,2880884
2020-11-10,20620.0,346.0,1470241.0,42933.0,1590.0,196732.0,164.0,17352.0,46937060,6354.0,9153.0,3459.0,1643.0,425665.0,662010.0,243796.0,132710.0,0.0,18.0,101.0,226.0,65.0,1998.0,13026.0,27657.0,33.0,436.0,625.0,496.0,6287.0,59220.0,74596.0,55262.0,1.0,55.0,94.0,14.0,383.0,5850.0,10009.0,960.0,14075720,20948387,9032069,2880884
2020-11-11,20033.0,360.0,1490274.0,43293.0,1475.0,198207.0,140.0,17492.0,46937060,6195.0,9072.0,3328.0,1429.0,431860.0,671082.0,247124.0,134139.0,0.0,11.0,92.0,257.0,65.0,2009.0,13118.0,27914.0,41.0,402.0,595.0,437.0,6328.0,59622.0,75191.0,55699.0,1.0,44.0,87.0,8.0,384.0,5894.0,10096.0,968.0,14075720,20948387,9032069,2880884
2020-11-12,19201.0,361.0,1509475.0,43654.0,1392.0,199599.0,129.0,17621.0,46937060,5950.0,8492.0,3127.0,1623.0,437810.0,679574.0,250251.0,135762.0,0.0,11.0,105.0,245.0,65.0,2020.0,13223.0,28159.0,54.0,379.0,533.0,426.0,6382.0,60001.0,75724.0,56125.0,5.0,31.0,86.0,7.0,389.0,5925.0,10182.0,975.0,14075720,20948387,9032069,2880884
2020-11-13,18442.0,356.0,1527917.0,44010.0,1392.0,200991.0,150.0,17771.0,46937060,5746.0,8363.0,3016.0,1309.0,443556.0,687937.0,253267.0,137071.0,0.0,17.0,105.0,234.0,65.0,2037.0,13328.0,28393.0,22.0,369.0,565.0,436.0,6404.0,60370.0,76289.0,56561.0,1.0,53.0,90.0,6.0,390.0,5978.0,10272.0,981.0,14075720,20948387,9032069,2880884
2020-11-14,10584.0,303.0,1538501.0,44313.0,1077.0,202068.0,118.0,17889.0,46937060,3247.0,4650.0,1876.0,808.0,446803.0,692587.0,255143.0,137879.0,0.0,17.0,82.0,204.0,65.0,2054.0,13410.0,28597.0,29.0,289.0,408.0,350.0,6433.0,60659.0,76697.0,56911.0,2.0,38.0,71.0,7.0,392.0,6016.0,10343.0,988.0,14075720,20948387,9032069,2880884
2020-11-15,6676.0,285.0,1545177.0,44598.0,896.0,202964.0,116.0,18005.0,46937060,1876.0,3107.0,1152.0,538.0,448679.0,695694.0,256295.0,138417.0,0.0,14.0,80.0,191.0,65.0,2068.0,13490.0,28788.0,29.0,234.0,327.0,305.0,6462.0,60893.0,77024.0,57216.0,3.0,27.0,78.0,8.0,395.0,6043.0,10421.0,996.0,14075720,20948387,9032069,2880884
2020-11-16,12836.0,324.0,1558013.0,44922.0,1343.0,204307.0,119.0,18124.0,46937060,3758.0,5973.0,2119.0,969.0,452437.0,701667.0,258414.0,139386.0,2.0,12.0,73.0,236.0,67.0,2080.0,13563.0,29024.0,38.0,364.0,526.0,415.0,6500.0,61257.0,77550.0,57631.0,1.0,39.0,71.0,8.0,396.0,6082.0,10492.0,1004.0,14075720,20948387,9032069,2880884
2020-11-17,15898.0,376.0,1573911.0,45298.0,1337.0,205644.0,118.0,18242.0,46937060,4895.0,7143.0,2645.0,1211.0,457332.0,708810.0,261059.0,140597.0,2.0,14.0,113.0,247.0,69.0,2094.0,13676.0,29271.0,36.0,337.0,546.0,418.0,6536.0,61594.0,78096.0,58049.0,1.0,36.0,75.0,6.0,397.0,6118.0,10567.0,1010.0,14075720,20948387,9032069,2880884
2020-11-18,14822.0,294.0,1588733.0,45592.0,1142.0,206786.0,101.0,18343.0,46937060,4534.0,6726.0,2394.0,1159.0,461866.0,715536.0,263453.0,141756.0,0.0,10.0,76.0,208.0,69.0,2104.0,13752.0,29479.0,28.0,309.0,411.0,393.0,6564.0,61903.0,78507.0,58442.0,2.0,29.0,63.0,7.0,399.0,6147.0,10630.0,1017.0,14075720,20948387,9032069,2880884
2020-11-19,13197.0,312.0,1601930.0,45904.0,1066.0,207852.0,119.0,18462.0,46937060,4190.0,5825.0,2189.0,991.0,466056.0,721361.0,265642.0,142747.0,0.0,6.0,78.0,227.0,69.0,2110.0,13830.0,29706.0,29.0,306.0,396.0,334.0,6593.0,62209.0,78903.0,58776.0,2.0,30.0,79.0,8.0,401.0,6177.0,10709.0,1025.0,14075720,20948387,9032069,2880884
2020-11-20,12666.0,325.0,1614596.0,46229.0,1115.0,208967.0,101.0,18563.0,46937060,4099.0,5548.0,2058.0,956.0,470155.0,726909.0,267700.0,143703.0,1.0,14.0,81.0,229.0,70.0,2124.0,13911.0,29935.0,31.0,304.0,436.0,344.0,6624.0,62513.0,79339.0,59120.0,2.0,30.0,62.0,7.0,403.0,6207.0,10771.0,1032.0,14075720,20948387,9032069,2880884
2020-11-21,7243.0,286.0,1621839.0,46515.0,802.0,209769.0,87.0,18650.0,46937060,2178.0,3212.0,1234.0,616.0,472333.0,730121.0,268934.0,144319.0,0.0,10.0,82.0,194.0,70.0,2134.0,13993.0,30129.0,26.0,220.0,290.0,266.0,6650.0,62733.0,79629.0,59386.0,2.0,29.0,53.0,3.0,405.0,6236.0,10824.0,1035.0,14075720,20948387,9032069,2880884
2020-11-22,4620.0,258.0,1626459.0,46773.0,650.0,210419.0,76.0,18726.0,46937060,1310.0,2054.0,794.0,461.0,473643.0,732175.0,269728.0,144780.0,1.0,10.0,73.0,174.0,71.0,2144.0,14066.0,30303.0,18.0,165.0,255.0,212.0,6668.0,62898.0,79884.0,59598.0,0.0,30.0,42.0,4.0,405.0,6266.0,10866.0,1039.0,14075720,20948387,9032069,2880884
2020-11-23,9158.0,321.0,1635617.0,47094.0,936.0,211355.0,111.0,18837.0,46937060,2676.0,4326.0,1475.0,678.0,476319.0,736501.0,271203.0,145458.0,0.0,11.0,114.0,196.0,71.0,2155.0,14180.0,30499.0,32.0,266.0,366.0,271.0,6700.0,63164.0,80250.0,59869.0,1.0,28.0,75.0,7.0,406.0,6294.0,10941.0,1046.0,14075720,20948387,9032069,2880884
2020-11-24,10958.0,253.0,1646575.0,47347.0,968.0,212323.0,97.0,18934.0,46937060,3254.0,5042.0,1766.0,893.0,479573.0,741543.0,272969.0,146351.0,0.0,11.0,77.0,164.0,71.0,2166.0,14257.0,30663.0,26.0,294.0,332.0,316.0,6726.0,63458.0,80582.0,60185.0,3.0,36.0,52.0,6.0,409.0,6330.0,10993.0,1052.0,14075720,20948387,9032069,2880884
2020-11-25,10021.0,297.0,1656596.0,47644.0,893.0,213216.0,110.0,19044.0,46937060,3035.0,4424.0,1664.0,896.0,482608.0,745967.0,274633.0,147247.0,0.0,14.0,81.0,202.0,71.0,2180.0,14338.0,30865.0,23.0,252.0,347.0,271.0,6749.0,63710.0,80929.0,60456.0,0.0,42.0,61.0,7.0,409.0,6372.0,11054.0,1059.0,14075720,20948387,9032069,2880884
2020-11-26,9648.0,291.0,1666244.0,47935.0,860.0,214076.0,105.0,19149.0,46937060,2971.0,4248.0,1578.0,850.0,485579.0,750215.0,276211.0,148097.0,0.0,13.0,100.0,178.0,71.0,2193.0,14438.0,31043.0,32.0,227.0,314.0,287.0,6781.0,63937.0,81243.0,60743.0,2.0,24.0,69.0,10.0,411.0,6396.0,11123.0,1069.0,14075720,20948387,9032069,2880884
2020-11-27,9928.0,267.0,1676172.0,48202.0,828.0,214904.0,71.0,19220.0,46937060,3089.0,4419.0,1583.0,833.0,488668.0,754634.0,277794.0,148930.0,0.0,18.0,74.0,175.0,71.0,2211.0,14512.0,31218.0,30.0,200.0,318.0,280.0,6811.0,64137.0,81561.0,61023.0,1.0,13.0,51.0,6.0,412.0,6409.0,11174.0,1075.0,14075720,20948387,9032069,2880884
2020-11-28,5492.0,220.0,1681664.0,48422.0,669.0,215573.0,62.0,19282.0,46937060,1618.0,2437.0,944.0,490.0,490286.0,757071.0,278738.0,149420.0,1.0,10.0,64.0,145.0,72.0,2221.0,14576.0,31363.0,24.0,183.0,231.0,231.0,6835.0,64320.0,81792.0,61254.0,1.0,20.0,37.0,4.0,413.0,6429.0,11211.0,1079.0,14075720,20948387,9032069,2880884
2020-11-29,3415.0,219.0,1685079.0,48641.0,561.0,216134.0,83.0,19365.0,46937060,942.0,1545.0,541.0,385.0,491228.0,758616.0,279279.0,149805.0,0.0,15.0,60.0,144.0,72.0,2236.0,14636.0,31507.0,15.0,127.0,221.0,198.0,6850.0,64447.0,82013.0,61452.0,3.0,27.0,49.0,4.0,416.0,6456.0,11260.0,1083.0,14075720,20948387,9032069,2880884
2020-11-30,7441.0,229.0,1692520.0,48870.0,733.0,216867.0,83.0,19448.0,46937060,2198.0,3508.0,1179.0,554.0,493426.0,762124.0,280458.0,150359.0,1.0,12.0,77.0,139.0,73.0,2248.0,14713.0,31646.0,16.0,191.0,296.0,230.0,6866.0,64638.0,82309.0,61682.0,1.0,26.0,48.0,8.0,417.0,6482.0,11308.0,1091.0,14075720,20948387,9032069,2880884
2020-12-01,9515.0,233.0,1702035.0,49103.0,780.0,217647.0,63.0,19511.0,46937060,2817.0,4217.0,1582.0,896.0,496243.0,766341.0,282040.0,151255.0,1.0,17.0,68.0,147.0,74.0,2265.0,14781.0,31793.0,26.0,190.0,290.0,274.0,6892.0,64828.0,82599.0,61956.0,1.0,18.0,37.0,7.0,418.0,6500.0,11345.0,1098.0,14075720,20948387,9032069,2880884
2020-12-02,8916.0,222.0,1710951.0,49325.0,702.0,218349.0,72.0,19583.0,46937060,2820.0,4023.0,1388.0,682.0,499063.0,770364.0,283428.0,151937.0,0.0,10.0,60.0,152.0,74.0,2275.0,14841.0,31945.0,26.0,168.0,277.0,231.0,6918.0,64996.0,82876.0,62187.0,1.0,20.0,45.0,6.0,419.0,6520.0,11390.0,1104.0,14075720,20948387,9032069,2880884
2020-12-03,8165.0,238.0,1719116.0,49563.0,663.0,219012.0,59.0,19642.0,46937060,2564.0,3661.0,1320.0,620.0,501627.0,774025.0,284748.0,152557.0,0.0,11.0,62.0,165.0,74.0,2286.0,14903.0,32110.0,16.0,162.0,246.0,239.0,6934.0,65158.0,83122.0,62426.0,2.0,16.0,36.0,5.0,421.0,6536.0,11426.0,1109.0,14075720,20948387,9032069,2880884
2020-12-04,8436.0,227.0,1727552.0,49790.0,692.0,219704.0,65.0,19707.0,46937060,2704.0,3741.0,1369.0,620.0,504331.0,777766.0,286117.0,153177.0,0.0,7.0,62.0,158.0,74.0,2293.0,14965.0,32268.0,20.0,188.0,245.0,239.0,6954.0,65346.0,83367.0,62665.0,2.0,21.0,37.0,5.0,423.0,6557.0,11463.0,1114.0,14075720,20948387,9032069,2880884
2020-12-05,4966.0,199.0,1732518.0,49989.0,495.0,220199.0,41.0,19748.0,46937060,1554.0,2266.0,786.0,358.0,505885.0,780032.0,286903.0,153535.0,0.0,5.0,58.0,136.0,74.0,2298.0,15023.0,32404.0,21.0,112.0,191.0,170.0,6975.0,65458.0,83558.0,62835.0,0.0,13.0,25.0,3.0,423.0,6570.0,11488.0,1117.0,14075720,20948387,9032069,2880884
2020-12-06,3279.0,172.0,1735797.0,50161.0,473.0,220672.0,56.0,19804.0,46937060,976.0,1485.0,530.0,287.0,506861.0,781517.0,287433.0,153822.0,1.0,7.0,48.0,116.0,75.0,2305.0,15071.0,32520.0,12.0,113.0,157.0,191.0,6987.0,65571.0,83715.0,63026.0,1.0,20.0,29.0,6.0,424.0,6590.0,11517.0,1123.0,14075720,20948387,9032069,2880884
2020-12-07,5242.0,200.0,1741039.0,50361.0,579.0,221251.0,64.0,19868.0,46937060,1395.0,2418.0,927.0,500.0,508256.0,783935.0,288360.0,154322.0,2.0,9.0,54.0,135.0,77.0,2314.0,15125.0,32655.0,14.0,143.0,212.0,210.0,7001.0,65714.0,83927.0,63236.0,1.0,14.0,41.0,8.0,425.0,6604.0,11558.0,1131.0,14075720,20948387,9032069,2880884
2020-12-08,4051.0,180.0,1745090.0,50541.0,556.0,221807.0,62.0,19930.0,46937060,1126.0,1910.0,646.0,366.0,509382.0,785845.0,289006.0,154688.0,0.0,2.0,54.0,124.0,77.0,2316.0,15179.0,32779.0,23.0,147.0,172.0,214.0,7024.0,65861.0,84099.0,63450.0,1.0,15.0,39.0,7.0,426.0,6619.0,11597.0,1138.0,14075720,20948387,9032069,2880884
